,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,track,artist,imgUrl,album_id,track_id
66,0.519,0.42,2,-11.286,1,0.0326,0.362,0.0,0.307,0.145,115.474,audio_features,38557,4,It's A Boy,The Who,https://i.scdn.co/image/ab67616d0000485127da883239a71bf712062a8e,3ZesvjQIvTxjOTiYu3xmUb,4Wn57FuDoj3j3xB6pPwFFy
67,0.369,0.759,0,-8.304,1,0.0602,0.124,0.0143,0.108,0.555,139.65,audio_features,288453,4,Getting In Tune,The Who,https://i.scdn.co/image/ab67616d00004851fe24dcd263c08c6dd84b6e8c,5MqyhhHbT13zsloD3uHhlQ,0M7tdKXvtrEk26j8nXFtvC
68,0.6,0.421,0,-9.676,0,0.0335,0.167,0.0,0.102,0.183,78.469,audio_features,169042,4,1921,The Who,https://i.scdn.co/image/ab67616d0000485174ecb94bc3e5d851a39a0334,5cT7ee1sy2oEbFalP4asS4,2EJo2k8xmQsA3E5VwTta7I
69,0.479,0.668,4,-8.498,1,0.0392,0.0733,0.183,0.537,0.112,123.227,audio_features,373133,4,Quadrophenia,The Who,https://i.scdn.co/image/ab67616d00004851700f438bf4d4468092798a4c,2miMVTH3qNA49YD2BUaIWK,2daz5cSUMul4An2vCSERJC
70,0.633,0.946,1,-6.615,1,0.0366,0.323,0.134,0.972,0.831,98.062,audio_features,343600,4,Eminence Front,The Who,https://i.scdn.co/image/ab67616d00004851daa48b4b3385808beb8eb5db,46rjSfrOaPBPX8npn50l0A,0LN5gIsS5tQSmRzQrHSaTR
71,0.526,0.559,7,-9.707,1,0.0365,0.296,1.03e-05,0.0547,0.398,101.311,audio_features,157853,4,I'm One,The Who,https://i.scdn.co/image/ab67616d000048513e56c145133c03d8eebb1349,1H5ylmhlxpHsoKqNbCI9JC,7m38dsADhs1aAbLUoaXdrT
72,0.287,0.398,9,-10.592,1,0.0336,0.182,1.98e-05,0.986,0.169,137.496,audio_features,273613,4,"Imagine A Man - Live At Wembley, UK / 2019",The Who,https://i.scdn.co/image/ab67616d000048518e0712f60fe2d4d4e7fd67c0,0ZM1dVIT9Yb2BtWDGM1ZXx,03eY6eU7XvvZ61ahRoWeeU
73,0.338,0.815,9,-6.485,1,0.0673,0.00325,0.000403,0.0884,0.199,133.014,audio_features,247307,4,I Can See For Miles - Mono Version,The Who,https://i.scdn.co/image/ab67616d0000485134894946601823e27fc08538,2JyNDhGhp0hiizSPuUs0i9,7B9F9nLxe7MZgZ68Jj86Fn
74,0.632,0.947,7,-5.761,1,0.0732,0.00486,0.0,0.282,0.719,92.313,audio_features,202667,4,Magic Bus - Mono Edit,The Who,https://i.scdn.co/image/ab67616d00004851abef710700c2ff38ef1c463f,0dHf3EzHyFV4s1JhOyCjGp,5PKnZzkjs2y3WTbIYtv5Fq
75,0.306,0.801,2,-9.63,1,0.0871,0.523,0.0719,0.0792,0.458,136.629,audio_features,163979,4,Anyway Anyhow Anywhere - Stereo Version,The Who,https://i.scdn.co/image/ab67616d0000485134658b1827b64a1d4d5a5ca9,6Oc6Ok1Oawu8lRkjmD4mXy,7u8Z9Y3VFMAELQT1nEchtL
76,0.524,0.668,7,-10.609,1,0.0432,0.373,0.0,0.159,0.794,126.846,audio_features,162760,4,Pictures Of Lily,The Who,https://i.scdn.co/image/ab67616d0000485179707c30203f870776ff02d0,0NufsuTuf3U0BY0p6jFdxV,123RhEzztpTieeEd13NexC
77,0.582,0.761,0,-8.501,1,0.0451,0.523,3.73e-05,0.0686,0.545,161.959,audio_features,338560,4,You Better You Bet,The Who,https://i.scdn.co/image/ab67616d000048511321857592dce3f0efa717ef,2zLGQD3h1VG2tKzJCdAAyR,58RWYT5MGo8e4Y3WAZHh9g
78,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,audio_features,324133,5,Take Five,The Dave Brubeck Quartet,https://i.scdn.co/image/ab67616d0000485100ace5d3c5bffc123ef1eb51,0nTTEAhCZsbbeplyDMIFuA,1YQWosTIljIvxAgHWTp7KP
79,0.436,0.543,11,-13.351,0,0.0962,0.654,9.35e-06,0.0937,0.663,148.282,audio_features,622000,4,Sinnerman,Nina Simone,https://i.scdn.co/image/ab67616d00004851df49506f74db624312118ca2,31pd81sWDaK2pP3ok5892z,5xRP5iyVdGglqlY4Vcjhkx
80,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,audio_features,337733,4,Blue in Green (feat. John Coltrane & Bill Evans),Miles Davis,https://i.scdn.co/image/ab67616d000048510ebc17239b6b18ba88cfb8ca,4sb0eMpDn3upAFfyi4q2rw,0aWMVrwxPNYkKmFthzmpRi
81,0.379,0.76,9,-10.961,1,0.0378,0.00298,0.0296,0.104,0.491,99.436,audio_features,274088,4,Sweet Emotion,Aerosmith,https://i.scdn.co/image/ab67616d000048518cffbbb7fe8645a486a85ea9,6As5aOEQjfxLIChIB3fQRD,73TxYZd0lBCVRrHawrAglA
82,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,222813,4,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,https://i.scdn.co/image/ab67616d0000485105c5be85b64eaff732f7cb0b,2Q5MwpTmtjscaS34mJFXQQ,2PzU4IB8Dr6mxV3lHuaG34
83,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,146250,4,Immigrant Song - Remaster,Led Zeppelin,https://i.scdn.co/image/ab67616d0000485190a50cfe99a4c19ff3cbfbdb,6P5QHz4XtxOmS5EuiGIPut,78lgmZwycJ3nzsdgmPPGNx
84,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,audio_features,378147,4,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,https://i.scdn.co/image/ab67616d0000485144934a06d21864415376f5f2,6OHri5qNxwCdVSdyCslspd,1Ud6moTC0KyXMq1Oxfien0
85,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,audio_features,265173,4,Beast Of Burden - Remastered 1994,The Rolling Stones,https://i.scdn.co/image/ab67616d0000485105c7aec05eabf142cc33b936,1Jv2AqzhgsduUik2p4k3cS,77oU2rjC5XbjQfNe3bD6so
86,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,240800,4,All Along the Watchtower,Jimi Hendrix,https://i.scdn.co/image/ab67616d00004851522088789d49e216d9818292,5z090LQztiqh13wYspQvKQ,2aoo2jlRnM3A0NyLQqMN2f
87,0.654,0.336,6,-12.825,1,0.0379,0.858,0.385,0.0786,0.947,176.083,audio_features,134400,4,Never Going Back Again - 2004 Remaster,Fleetwood Mac,https://i.scdn.co/image/ab67616d00004851e52a59a28efa4773dd2bfe1b,0BwWUstDMUbgq2NYONRqlu,19Shlms2uTnOjIUg50TXzd
88,0.411,0.381,11,-12.361,1,0.0286,0.13,0.257,0.132,0.524,76.963,audio_features,238413,4,The Only Living Boy in New York,Simon & Garfunkel,https://i.scdn.co/image/ab67616d00004851ba7fe7dd76cd4307e57dd75f,0JwHz5SSvpYWuuCNbtYZoV,5MbXzXGbqobR8xPVPs8OXA
89,0.497,0.285,2,-14.537,1,0.0264,0.643,1.69e-05,0.389,0.667,154.707,audio_features,173467,4,Teach Your Children,"Crosby, Stills, Nash & Young",https://i.scdn.co/image/ab67616d0000485106e00756085191abc01e4cf0,5bHkK1X4WEOzNvRhehvOcb,29HaKOpeLSYvqdFyEQSRdj
90,0.532,0.153,2,-16.841,1,0.0374,0.886,0.0,0.108,0.583,134.061,audio_features,148587,3,Time in a Bottle,Jim Croce,https://i.scdn.co/image/ab67616d000048516c955079f53ae636e7bef0ee,0dZaHQ0OJlIyVrEuvnXmS9,7uWFUpGuEfmxYeymkV95jn
91,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,audio_features,217347,4,50 Ways to Leave Your Lover,Paul Simon,https://i.scdn.co/image/ab67616d000048513879ef4375b97d2b58bf0768,4A366gjTrYQwmRtkTezF2W,6Qb7gtV6Q4MnUjSbkFcopl
92,0.592,0.205,9,-14.601,1,0.048,0.896,5.46e-05,0.119,0.378,140.282,audio_features,179760,4,Our House,"Crosby, Stills, Nash & Young",https://i.scdn.co/image/ab67616d0000485106e00756085191abc01e4cf0,5bHkK1X4WEOzNvRhehvOcb,2hitsKa8SthKhRJBXUHbIv
93,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,audio_features,124693,3,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,https://i.scdn.co/image/ab67616d00004851ed801e58a9ababdea6ac7ce4,50o7kf2wLwVmOTVYJOTplm,1H7gMYGykdtwZOV6s1N0by
94,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,audio_features,212161,4,Going to California - Remaster,Led Zeppelin,https://i.scdn.co/image/ab67616d00004851c8a11e48c91a982d086afc69,44Ig8dzqOkvkGDzaUof9lK,70gbuMqwNBE2Y5rkQJE9By
95,0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,audio_features,341627,4,Tangled up in Blue,Bob Dylan,https://i.scdn.co/image/ab67616d0000485172ca15b8637acbc7d15ff5ba,4WD4pslu83FF6oMa1e19mF,6Vcwr9tb3ZLO63F8DL8cqu
96,0.659,0.862,9,-5.424,1,0.0302,0.0154,0.0,0.389,0.957,137.393,audio_features,220680,4,Wild Wild Life - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d000048513b41840563e4b7823db5c306,4LiLg6t10oOw8csXA1CQ0Y,4yeaLecWINnWGpO5BOd4Mn
97,0.618,0.801,2,-6.416,1,0.0433,0.279,0.042,0.38,0.451,103.296,audio_features,252040,4,Mind - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851c64d2d4760962e4927527b2b,1ErneCyxOnZ1KTiEcNmnjw,03HUTPHpK8CJkBlIXTNvVL
98,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,audio_features,261413,4,Psycho Killer - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851e71708b667804f6241dd1a59,5eqcF7pWzHgWpGdEmHgeSN,1i6N76fftMZhijOzFQ5ZtL
99,0.769,0.74,1,-8.673,0,0.052,0.126,0.0029,0.99,0.734,112.464,audio_features,270800,4,Genius of Love (Tom Tom Club) - Live,Talking Heads,https://i.scdn.co/image/ab67616d000048514436f2e7c93002ad0eb9716a,4FR8Z6TvIsC56NLyNomNRE,1Z0jkAvtK78wrDc5odDtdX
100,0.744,0.763,0,-10.399,1,0.0643,0.677,0.628,0.153,0.963,101.838,audio_features,273200,4,Houses in Motion - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851e56fa8c916dc6ce419dcf557,3AQgdwMNCiN7awXch5fAaG,2hDMI3I7WGgHmP4EGAk7la
101,0.652,0.896,9,-5.166,0,0.0573,0.000858,0.0,0.269,0.931,136.51,audio_features,271813,4,Love for Sale - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d000048513b41840563e4b7823db5c306,4LiLg6t10oOw8csXA1CQ0Y,36wXwmYe0urVg6NtiraGDU
102,0.647,0.682,4,-8.178,0,0.0338,0.0175,0.161,0.228,0.926,130.094,audio_features,158107,4,The Girl Wants to Be with the Girls - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851b7307213fae24e3fbcbe46aa,01RJdKvXyz515O37itqMIJ,3tAFhUlDu5rRmpKDsw0oCn
103,0.609,0.802,9,-9.501,0,0.0538,0.118,0.000131,0.0904,0.926,127.672,audio_features,156480,4,Sugar on My Tongue - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851e71708b667804f6241dd1a59,5eqcF7pWzHgWpGdEmHgeSN,1w3IeWPxVHuw0gyXcGV2pN
104,0.67,0.743,8,-10.371,1,0.0332,0.0751,0.223,0.241,0.93,113.883,audio_features,188973,4,I Zimbra - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d000048518365f74aa622b1b86962c8dd,5dVZpNJraoqCo3BssinMoo,2zdlkG9g5Mt0alUdqn7s3D
105,0.523,0.681,0,-5.884,1,0.0301,0.0637,0.00146,0.082,0.564,120.533,audio_features,214133,4,Air - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d000048518365f74aa622b1b86962c8dd,5dVZpNJraoqCo3BssinMoo,6XvpjZugZzMHa2nZ1uPOka
106,0.612,0.357,7,-10.4,1,0.0303,0.849,3.23e-06,0.516,0.148,107.129,audio_features,221000,4,Heaven - Live,Talking Heads,https://i.scdn.co/image/ab67616d000048514436f2e7c93002ad0eb9716a,4FR8Z6TvIsC56NLyNomNRE,0Q2b6AxWV5tD117XktdQxl
107,0.414,0.601,9,-9.978,1,0.0296,0.0205,0.0107,0.0876,0.403,132.055,audio_features,214800,4,Artists Only - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851b7307213fae24e3fbcbe46aa,01RJdKvXyz515O37itqMIJ,18VUNjOq2uRYxZP6nQGJva
108,0.383,0.778,11,-4.845,0,0.0282,0.0204,0.228,0.441,0.512,91.176,audio_features,210013,4,Memories Can't Wait - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d000048518365f74aa622b1b86962c8dd,5dVZpNJraoqCo3BssinMoo,4Gw9ACmKi3O2vP8UwJqF0M
109,0.283,0.355,11,-14.862,0,0.0346,0.538,0.909,0.0935,0.41,185.398,audio_features,502480,4,The Sheltering Sky,King Crimson,https://i.scdn.co/image/ab67616d00004851ff2d2448a42a43c281b6f556,20dTbQRkxuOTkf3SFyaT2m,47sJPdCkjVfLJWBFhwJiuE
110,0.357,0.45,7,-10.786,0,0.0516,0.0178,0.322,0.0934,0.581,121.341,audio_features,273000,4,Indiscipline,King Crimson,https://i.scdn.co/image/ab67616d00004851ff2d2448a42a43c281b6f556,20dTbQRkxuOTkf3SFyaT2m,5FvRkKujcquFV4wma9QAfj
111,0.614,0.544,7,-9.386,1,0.0285,0.233,0.0534,0.126,0.383,88.776,audio_features,252642,4,Living on a Thin Line,The Kinks,https://i.scdn.co/image/ab67616d00004851af2fa9b5a397fb7e476060c6,6UFbaKb6c5FGqoK6kH4WVu,6Z9HVIvwKMEB1UoECSySdv
112,0.665,0.394,1,-16.731,1,0.0313,0.0109,0.371,0.208,0.672,136.929,audio_features,238000,4,Fallen Angel,King Crimson,https://i.scdn.co/image/ab67616d00004851e0d2d12a833288b2ecc09c9d,1dbVSQR5jcw5rdngMyA3d8,2nre6WG8fD0YVX6Ir7OIsR
113,0.82,0.876,0,-6.784,1,0.0333,0.074,0.0578,0.124,0.942,122.967,audio_features,354213,4,Making Flippy Floppy - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851e35e2e2a4bfa8a30a78fc532,4sLCQxMRfn3gAHrBNZtbTH,2OsuNPRc9qt34UOatyrAlZ
114,0.704,0.659,9,-5.154,1,0.0268,0.415,0.00011,0.278,0.731,99.633,audio_features,169467,4,"Uh-Oh, Love Comes to Town - 2005 Remaster",Talking Heads,https://i.scdn.co/image/ab67616d00004851e71708b667804f6241dd1a59,5eqcF7pWzHgWpGdEmHgeSN,1ziWFozxLNQH76CGGizB32
115,0.716,0.635,7,-7.451,1,0.0535,0.0739,3.22e-06,0.173,0.727,129.355,audio_features,177827,4,Love → Building on Fire - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851e71708b667804f6241dd1a59,5eqcF7pWzHgWpGdEmHgeSN,6hfsIlwOxJ0cX8v2SNntBQ
116,0.759,0.727,10,-6.568,1,0.0369,0.0267,0.139,0.167,0.969,117.622,audio_features,267333,4,Perfect World - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851c64d2d4760962e4927527b2b,1ErneCyxOnZ1KTiEcNmnjw,6S2pKjLlCpH5Fv5TQX2IBa
117,0.6,0.869,10,-5.591,1,0.0795,0.403,0.0205,0.0683,0.687,152.06,audio_features,387560,4,The Great Curve - 2005 Remaster,Talking Heads,https://i.scdn.co/image/ab67616d00004851e56fa8c916dc6ce419dcf557,3AQgdwMNCiN7awXch5fAaG,35ljOibZSLEjOEPGrbaJsH
118,0.676,0.474,0,-12.794,0,0.0373,0.294,2.56e-06,0.0686,0.952,181.103,audio_features,351507,4,Ti sbabi,Cheb Tahar,https://i.scdn.co/image/ab67616d00004851ea5f2674cdc7ce3f8c4d698d,49WbUhzzdloagcrZKn0LhB,42AJ0oFAlf8C3GIIftqTzT
119,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,audio_features,214080,4,Ooh La La,Faces,https://i.scdn.co/image/ab67616d00004851416f18056ac5d7281d8a5878,4eTVgxB6wm5eGvesA4cUN5,4lJ6YVXQ0jUk5ILu0PSrA4
120,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,audio_features,203613,4,Fire and Rain - 2019 Remaster,James Taylor,https://i.scdn.co/image/ab67616d00004851b3adf9b1706b05af854bbad4,1HiG0ukRmFPN13EVcf98Jx,1oht5GevPN9t1T3kG1m1GO
121,0.483,0.159,7,-13.648,1,0.0353,0.914,0.0,0.111,0.423,146.721,audio_features,157893,4,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",https://i.scdn.co/image/ab67616d00004851a32339b8818323380682a889,6vUWpE8qciYHOhf7mgaGny,1UKobFsdqNXQb8OthimCKe
122,0.638,0.058,4,-25.243,1,0.0388,0.928,0.079,0.113,0.126,140.964,audio_features,126640,4,4 + 20,"Crosby, Stills, Nash & Young",https://i.scdn.co/image/ab67616d0000485106e00756085191abc01e4cf0,5bHkK1X4WEOzNvRhehvOcb,2jZPEeW2ynykb2GkVqpOkJ
123,0.644,0.623,11,-13.862,0,0.059,0.389,0.0202,0.0617,0.676,126.553,audio_features,306974,4,Truckin' - 2013 Remaster,Grateful Dead,https://i.scdn.co/image/ab67616d00004851fd3f66a9ce4371f7ffa0346f,2UDDZVesmQwA4aYfa55diS,1I6l01BaBgBCVkfQCpIlR6
124,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,audio_features,274493,4,The Weight - Remastered 2000,The Band,https://i.scdn.co/image/ab67616d0000485120bbceac6950d3fe13fa13c3,0ky5kdvfPxSmSpj03hpSAE,0P7DoyGrr4Wp9w5TotEtUC
125,0.554,0.651,4,-11.625,1,0.0414,0.811,1.57e-05,0.115,0.652,86.993,audio_features,194493,4,I Got a Name - Stereo Version,Jim Croce,https://i.scdn.co/image/ab67616d000048513519ec82cb709b2adb2a01cc,64dufEP8npd2jYoPfdzWPJ,4UEgKxYLP0bPG6EwD0DgYK
126,0.626,0.816,9,-10.593,1,0.131,0.237,1.8e-06,0.104,0.798,105.307,audio_features,164813,4,Me and Julio Down by the Schoolyard,Paul Simon,https://i.scdn.co/image/ab67616d0000485137a40ab12a4fb96319a9d96f,7npBPiCHjPj8PVIGPuHXep,6vxHp3CDNo0afgKGp2yi1E
127,0.478,0.861,7,-7.63,1,0.0363,0.0164,0.00597,0.12,0.139,128.356,audio_features,232040,4,Turn It On Again - Remastered 2007,Genesis,x,x,x
128,0.385,0.689,11,-11.616,0,0.0294,0.262,0.835,0.0848,0.777,101.894,audio_features,218893,4,Peaches En Regalia,Frank Zappa,https://i.scdn.co/image/ab67616d00004851ee314008c5ae6e98904ebfe0,0WYYrC9My9rYWigac003hw,5uDu2qOoDou7cFXsipAo8l
129,0.419,0.0879,4,-29.413,1,0.043,0.772,0.315,0.107,0.269,75.351,audio_features,277659,4,Cadence and Cascade,King Crimson,https://i.scdn.co/image/ab67616d00004851e0d2d12a833288b2ecc09c9d,1dbVSQR5jcw5rdngMyA3d8,2feMWQsIUyt7XlDSQgPZKg
130,0.334,0.726,9,-6.903,1,0.0404,0.0278,0.000566,0.089,0.306,132.98,audio_features,430079,3,One More Red Nightmare,King Crimson,https://i.scdn.co/image/ab67616d000048513167627d9428094376a26a08,4mA3RKIoEoX4JlJSHueQae,4KdAAZPD1tWbBip1qbORoM
